Date,Customer,Project,Article ID,Stage Name,Support Type,Level,Issue reported,Resolved notes,Category,Sub-category,What,Who,Why,Agent name,SLA
2022-01-10 12:46:46,elife,elife,75796,Pre-editing,Editor,level-2,Author impact statement--Please fix impact ststement Probe it show error while signoff,Impact statement thin space removed and end dot added.,XML,Others,Other,Product,Product bug,Pradheep (TYPESETTER),1h 29m
2022-01-10 8:05:08,elife,elife,67778,Typesetter Review,Proofing,level-2,PDF is not generating itshows proofing HTML error please fix.,"Main proof and FigurePDF has been generated (Note: Due to some technical problem, not able to generate proof from current server. check the latest pdf which has been trigger from another server, in future if you made any changes in this article and need to generate PDF , Please let us know, We will trigger the proof from customer server. Main proof: https://kriya2.kriyadocs.com/resources/elife/elife/67778/proofing/kriya2.kriyadocs.com/67778.pdf?method=server Figure proof: https://kriya2.kriyadocs.com/resources/elife/elife/eLife.67778_figure/proofing/kriya2.kriyadocs.com/eLife.67778_figure.pdf?method=server )",Proofing scripts,Job manager,PDF issues,Product,Product bug,Sathish Kumar (TYPESETTER),1h 6m
2022-01-10 7:33:19,elife,elife,70294,Typesetter Review,Editor,level-2,"Please fix this error related to equation ""[inline-formula-test-4] inline-formula must be a child of p, td, th or title. The formula containing nr,s is a child of sub"".",Probe cleared,Probe Validation,Others,Content loading issues,Product,Product bug,Muthukumar (TYPESETTER),6h 20m
2022-01-10 12:35:17,elife,elife,67282,Typesetter Review,Editor,level-2,Fix the validation errors shown in the screenshot. Due to that proof is not generatingScreenshot at 2022-01-10 18-04-35.png,Valdiaton erros cleared,Probe Validation,Others,Content loading issues,Product,Product bug,Muthukumar (TYPESETTER),1h 29m
2022-01-10 6:54:47,elife,elife,63253,Typesetter Review,Editor,level-2,"bioRxiv' is missing from the XML in ""This manuscript was published as a preprint at bioRxiv."" Please fix this.ae12e9a7-e562-441c-b46a-101ee1166c9a.jpeg",Preprint details updated,Probe Validation,Others,Other,Product,Product bug,Deepika (TYPESETTER),5h 20m
2022-01-10 7:35:07,elife,elife,76242,Pre-editing,Editor,level-2,"1. Uncited Figure 1.--Please move this figure into after ilustraction heading and also remove label from figure2. Please add sub-display channel ""Living Science""",Listed issue updated,XML,Others,XML issues,Product,Product bug,Muthukumar (TYPESETTER),1h 49m
2022-01-10 10:04:10,elife,elife,76242,Pre-editing,Editor,level-2,[head-subj-test3] article-categories does not contain a subj-group[@subj-group-type='heading']. Is this correct?--Please fix this,Please check with client & move it,Probe Validation,Others,XML issues,People,People Training,Muthukumar (TYPESETTER),3h 19m
2022-01-10 4:25:29,elife,elife,73488,Pre-editing,Editor,level-2,"1. This is a CC0 licensed article (http://creativecommons.org/publicdomain/zero/1.0/), but there is a copyright-holder (Louradour et al) which is not correct.2. If a license element has an xlink:href attribute, there must be a link in license-p that matches the link in the license/@xlink:href attribute. License link: http://creativecommons.org/publicdomain/zero/1.0/. Links in the license-p: http://creativecommons.org/publicdoman/zero/1.0/.3. If a license contains an ali:license_ref element, there must be a link in license-p that matches the link in the ali:license_ref element. ali:license_ref link: http://creativecommons.org/publicdomain/zero/1.0/. Links in the license-p: http://creativecommons.org/publicdoman/zero/1.0/. Please fix these errors.",License updated,Probe Validation,Others,Other,Product,Product bug,Deepika (TYPESETTER),9h 11m
2022-01-10 11:18:36,elife,elife,75922,Pre-editing,Editor,level-2,"Schematron is not showing please fix this:Error [xslt:error]: Type error evaluating (text()) in xsl:if/@test on line 30024 column 118 of pre-JATS-schematron.xsl: XPTY0004: A sequence of more than one item is not allowed as the first argument of fn:contains() (""Trypanosoma brucei eLife "", "":e66028. 10.7554/eLife.66028, 34355698"") invoked by xsl:apply-templates at file:///srv/basex/webapp/schematron/pre-JATS-schematron.xsl#30104 In template rule with match=""( element() | text() | comment() | processing-instruction() )"" on line 30103 of pre-JATS-schematron.xsl invoked by xsl:apply-templates at file:///srv/basex/webapp/schematron/pre-JATS-schematron.xsl#30104 In template rule with match=""( element() | text() | comment() | processing-instruction() )"" on line 30103 of pre-JATS-schematron.xsl invoked by xsl:apply-templates at file:///srv/basex/webapp/schematron/pre-JATS-schematron.xsl#30104 In template rule with match=""( element() | text() | comment() | processing-instruction() )"" on line 30103 of pre-JATS-schematron.xsl invoked by xsl:apply-templates at file:///srv/basex/webapp/schematron/pre-JATS-schematron.xsl#30104 In template rule with match=""( element() | text() | comment() | processing-instruction() )"" on line 30103 of pre-JATS-schematron.xsl invoked by xsl:apply-templates at file:///srv/basex/webapp/schematron/pre-JATS-schematron.xsl#30104 In template rule with match=""( element() | text() | comment() | processing-instruction() )"" on line 30103 of pre-JATS-schematron.xsl invoked by built-in template rule (text-only) In template rule with match=""/"" on line 1111 of pre-JATS-schematron.xsl invoked by xsl:apply-templates at file:///srv/basex/webapp/schematron/pre-JATS-schematron.xsl#4531 In template rule with match=""/"" on line 1111 of pre-JATS-schematron.xsl","XSLT error fixed,Schemtron issue fixed",Probe Validation,Others,XML issues,Product,Product bug,Deepika (TYPESETTER),2h 26m
2022-01-10 11:54:02,bmj,bmjdrc,bmjdrc-2021-002584,Pre-editing,Editor,level-2,A Citation “ is invalid. Please contact support to fix this issue or delete the invalid citation. Please fix,Invalid citation issue fixed,Probe Validation,Others,Other,Product,Product bug,Deepika (TYPESETTER),1h 45m
2022-01-10 13:10:05,elife,elife,71503,Typesetter Review,Editor,level-2,[pub-date-test-6] pub-date[@pub-type='collection'] year must be the same as pub-date[@publication-format='electronic'][@date-type='publication'] year.--Please add year as 2022 in article info,Schematron issue fixed related to ppub date,Probe Validation,Others,Other,Product,Product bug,Deepika (TYPESETTER),0h 35m
2022-01-10 4:09:12,bmj,bmjopen,bmjopen-2020-044661,Typesetter Check,Proofing,level-2,Pdf generation failed. Please fix. (Screenshot attached:Screenshot from 2022-01-10 09-34-00.png )Note: Please ensure table cells overflows issue have been fixed for tables 1 and 2 in pdf.,"Proof has been generated (Note: Due to some technical problem, not able to generate proof from current server. check the latest pdf which has been trigger from another server, in future if you made any changes in this article and need to generate PDF , Please let us know, We will trigger the proof from customer server. https://kriya2.kriyadocs.com/resources/bmj/bmjopen/bmjopen-2020-044661/proofing/kriya2.kriyadocs.com/bmjopen-2020-044661.pdf?method=server )",Proofing scripts,Job manager,PDF issues,Product,Product bug,Sathish Kumar (TYPESETTER),1h 31m
2022-01-10 7:21:44,bmj,bmjopen,bmjopen-2020-044661,Typesetter Check,Editor,level-2,Unable to sign off the article at my end. Page gets unresponsive while clicking on approve. Please sign off this article to next stage.,Moved next stage,XML,Others,Workflow issues,Product,Special Request,Muthukumar (TYPESETTER),3h 24m
2022-01-10 11:42:48,mbs,ijsem,IJSEM-D-21-00524,Pre-editing,Editor,level-2,Please fix the DTD errror.,References direct text removed.,XML,Others,Other,Product,Product bug,Pradheep (TYPESETTER),1h 11m
2022-01-10 8:07:59,mbs,jmm,JMM-D-21-00606,Pre-editing,Editor,level-2,Please fix the DTD error.,References direct text removed error cleared.,XML,Others,Other,Product,Product bug,Pradheep (TYPESETTER),1h 59m
2022-01-10 11:20:23,elife,elife,74951,Typesetter Review,Editor,level-2,"Please remove the ""data-pmid"" attribute from 1st reference.","Removed the ""data-pmid"" attribute from 1st reference. Please check.",XML,Others,Other,Product,Product bug,Pradheep (TYPESETTER),3h 36m
2022-01-10 9:51:47,bjp,bjj,BJJ-2021-1030.R1,Typesetter Review,Proofing,level-2,Columns on page 2 are not aligned . Please fix this customer request in pdf,Processed in Offline.,Offline process,New issues,Workflow issues,People,Special Request,Sathish Kumar (TYPESETTER),4h 38m
2022-01-10 14:39:21,bjp,bjj,BJJ-2021-1030.R1,Typesetter Review,Proofing,level-2,Probe error,Article reverted as per production request.,Knowledge issue,New FAQ,Workflow issues,People,People Training,Sathish Kumar (TYPESETTER),0h 41m
2022-01-10 15:22:07,bjp,bjj,BJJ-2021-1030.R1,Typesetter Review,Editor,level-2,Please fix probe error,Copyright year changed.,XML,Others,Other,Product,Product bug,Pradheep (TYPESETTER),0h 24m
2022-01-10 4:05:19,elife,elife,73081,Typesetter Review,Editor,level-2,Please fix Author response image ad11ae72-e955-440a-9829-d0d4f51790b7.jpg,Author respone image order corrected.,XML,Others,Other,Product,Product bug,Pradheep (TYPESETTER),6h 50m
2022-01-10 7:48:15,sage,cms,CMS1074980,Pre-editing,Editor,level-2,Please clear this probe error.,journal-meta changed error cleared.,XML,Others,Other,Product,Product bug,Pradheep (TYPESETTER),3h 43m
2022-01-10 12:43:29,elife,elife,72629,Typesetter Check,Editor,level-2,"Please fix table block and label for ""Key resources table"", which is in-correct format.",Key resources table updated,XML,Others,Content loading issues,Product,Product bug,Muthukumar (TYPESETTER),1h 29m
2022-01-10 9:19:56,mbs,ijsem,IJSEM-D-21-00252,Pre-editing,Editor,level-2,Please fix the DTD and Probe error (Unable to clear the error in ref 6).,References direct text removed error cleared.,XML,Others,Other,Product,Product bug,Pradheep (TYPESETTER),2h 55m
2022-01-10 7:35:40,bjp,bjj,BJJ-2021-0798.R2,Typesetter Review,Editor,level-2,"1. Section head: Change category from ""Sports Medicine"" to ""Sports""2. Please move table 2 block below the table 1. 3. Fix probe error",Listed issue fixed please check.,XML,Others,Other,Product,Product bug,Pradheep (TYPESETTER),2h 2m
2022-01-10 9:54:24,bjp,bjj,BJJ-2021-0798.R2,Typesetter Review,Proofing,level-2,I have moved table blocks in editor. Still Placefloats not fixed. Kindly fix placefloats issue 7038afd4-20a0-449f-80c0-ccf9381fe0bc.pdf,Fixed,Editor issue,Float citation,Other,People,Special Request,Aysha (TYPESETTER),2h 22m
2022-01-10 12:39:22,bmj,archdischild,archdischild-2021-323488,Typesetter Check,Editor,level-2,Please change figure labels from small caps to Sentencecase (both figures 1 and 2).,Figure labels changed Sentencecase please check.,XML,Others,Other,Product,Product bug,Pradheep (TYPESETTER),0h 47m
2022-01-10 3:46:30,elife,elife,72930,Typesetter Check,Proofing,level-2,Please generate figure PDF: PDF generation failed. Error: unable to fetch proofing HTML,"Proof has been generated (Note: Due to some technical problem, not able to generate proof from current server. check the latest pdf which has been trigger from another server, in future if you made any changes in this article and need to generate PDF , Please let us know, We will trigger the proof from customer server. http://kriya2.kriyadocs.com/resources/elife/elife/72930/proofing/kriya2.kriyadocs.com/72930.pdf?method=server )",Proofing scripts,Job manager,PDF issues,Product,Product bug,Sathish Kumar (TYPESETTER),1h 56m
2022-01-10 5:59:21,elife,elife,72930,Typesetter Check,Proofing,level-2,Please generate figure PDF in customer server unable to signoff,"Figure proof has been generated (Note: Due to some technical problem, not able to generate proof from current server. check the latest pdf which has been trigger from another server, in future if you made any changes in this article and need to generate PDF , Please let us know, We will trigger the proof from customer server. http://kriya2.kriyadocs.com/resources/elife/elife/eLife.72930_figure/proofing/kriya2.kriyadocs.com/eLife.72930_figure.pdf?method=server )",Proofing scripts,Job manager,PDF issues,Product,Product bug,Sathish Kumar (TYPESETTER),0h 27m
2022-01-10 6:46:33,elife,elife,72930,Typesetter Check,Editor,level-2,please move to waiting for asset stage,Signing off to next stage.,XML,Others,Other,Product,Product bug,Pradheep (TYPESETTER),3h 3m
2022-01-10 3:10:29,bmj,gutjnl,gutjnl-2021-324994,Final Deliverables,Editor,level-2,Unable to sign off this article,Moved next stage,XML,Others,Workflow issues,Product,Special Request,Muthukumar (TYPESETTER),7h 57m
2022-01-10 11:02:09,bjp,bjj,BJJ-2021-1052.R1,Typesetter Review,Proofing,level-2,"Ref 48: The ""ń"" in the first name is in a slightly different fontRef 52: The ""ğ"" characters are in slightly different fontCheck this issue in PDF","Note: Currently both the character font's are correct in proof, please proceed it.",Knowledge issue,New FAQ,Workflow issues,People,People Training,Sathish Kumar (TYPESETTER),0h 56m
2022-01-10 12:40:45,bjp,bjj,BJJ-2021-1052.R1,Typesetter Review,Editor,level-2,Please fix probe error,Copyright year changed.,XML,Others,Other,Product,Product bug,Pradheep (TYPESETTER),0h 24m
2022-01-10 10:02:36,bjp,bjj,BJJ-2021-0598.R1,Typesetter Review,Proofing,level-2,"Columns on page 3, 4,5 and 7 are currently not aligned - please fix",Processed in Offline.,Offline process,New issues,Workflow issues,People,Special Request,Sathish Kumar (TYPESETTER),2h 0m
2022-01-10 12:12:22,bjp,bjj,BJJ-2021-0598.R1,Typesetter Review,Editor,level-2,Fix probe error,Copyright year changed.,XML,Others,Other,Product,Product bug,Pradheep (TYPESETTER),0h 31m
2022-01-10 11:19:12,bjp,bjj,BJJ-2021-0890.R1,Typesetter Review,Proofing,level-2,Place floats as specified - Please fix customer requestBJJ-2021-0890.R1._Correction.pdf,Fixed.,Editor issue,Float citation,Workflow issues,People,Special Request,Sathish Kumar (TYPESETTER),2h 8m
2022-01-10 13:35:26,bjp,bjj,BJJ-2021-0890.R1,Typesetter Review,Editor,level-2,Fix probe error,Figure 2 caption added and copyright year changed.,XML,Others,Other,Product,Product bug,Pradheep (TYPESETTER),1h 57m
2022-01-10 7:27:01,bjp,bjo,BJO-2021-0215.R1,Typesetter Check,Editor,level-2,Kindly remove the Brackets from all references.Sample.JPG,Removed the Brackets from all references please check.,Document elements,References,Other,Product,Product bug,Pradheep (TYPESETTER),1h 47m
2022-01-10 6:34:50,mbs,ijsem,IJSEM-D-21-00447,Pre-editing,Editor,level-2,Please fix the DTD error.,Reference 38 direct text removed error cleared.,Document elements,References,Other,Product,Product bug,Pradheep (TYPESETTER),0h 56m
2022-01-10 3:30:08,elife,elife,70701,Pre-editing,Editor,level-3,"Figure/Table/Video/Supplementary/Reference file numbering on their first citations in text. The edit made has altered this order, so the numbering will be altered as described below. To keep the old numbering, please modify the order of the first citations in the text as needed. Figure 3—figure supplement 3 will be changed to Figure 3—figure supplement 2--Showing unwanted error please fix",Temporary fix,Document elements,Appendix,Linking between the elements are incorrect,Product,Product bug,Sandeep (TYPESETTER),8h 10m
2022-01-10 10:57:43,bmj,bmjopen,bmjopen-2021-057162,Typesetter Review,Editor,level-2,"Please change the supplementary label as ""online supplemental file 1"" and ""online supplemental file 2""",Supplement label corrected,Document elements,Supplementary,Meta data loading issues,Product,Product bug,Hariharan (TYPESETTER),0h 22m
2022-01-10 3:38:52,elife,elife,72707,Pre-editing,Editor,level-2,1. please move figure 3 after its first cittion2. [low-level-sec-id-test] sec id must be a concatenation of its parent sec id and this element's position relative to its sibling secs. It must be s1-2. https://elifesciences.gitbook.io/productionhowto/-M1eY9ikxECYR-0OcnGt/article-details/content/article-structure#low-level-sec-id-test--Please fix section ID issue,listed issues fixed,Document elements,Equation,Linking between the elements are incorrect,Process,Product Missed Requirement,Ranjithkumar (TYPESETTER),4h 48m
2022-01-10 9:48:31,elife,elife,72707,Pre-editing,Editor,level-2,"[th-row-test] Table header cell containing 'Beta prime (α,β)' has table data (not header) cells next to it on the same row. Is this correct? Should the whole row be header cells, or should this cell extend across the whole row?--Please fix this table header into table body unable to fix in kriya",Please check & add header now,Structure content,Others,Content loading issues,Product,Product bug,Muthukumar (TYPESETTER),4h 54m
2022-01-10 14:36:22,bjp,bjj,BJJ-2021-1322.R1,Typesetter Review,Proofing,level-2,Error: this file has overset text on page(s) 5.Please assign I have tried many times author information box not fixed properly,Fixed.,Proofing scripts,Job manager,PDF issues,Product,Product bug,Sathish Kumar (TYPESETTER),0h 31m
2022-01-10 15:13:15,bjp,bjj,BJJ-2021-1322.R1,Typesetter Review,Editor,level-2,Fix probe error,"probe cleared, ref 10 author name has number in it check and resolve it",Document elements,Copyright statement,Content loading issues,Product,Product bug,Hariharan (TYPESETTER),1h 6m
2022-01-10 11:43:50,bjp,bjj,BJJ-2021-0592.R2,Typesetter Review,Proofing,level-2,Please fix placefloatsBJJ-2021-0592.R2_correction.pdf,Processed in Offline.,Offline process,New issues,Workflow issues,People,Special Request,Sathish Kumar (TYPESETTER),5h 25m
2022-01-10 17:21:04,bjp,bjj,BJJ-2021-0592.R2,Typesetter Review,Editor,level-2,Please fix probe error,Copyright year,Document elements,Copyright statement,Meta data loading issues,Product,Product bug,Hariharan (TYPESETTER),0h 22m
2022-01-10 15:32:32,bjp,bjj,BJJ-2021-1078.R1,Typesetter Review,Proofing,level-2,Kindly fix pdf correctionsBJJ-2021-1078.R1_correction.pdf,Processed in Offline.,Offline process,New issues,Workflow issues,People,Special Request,Sathish Kumar (TYPESETTER),1h 23m
2022-01-10 17:25:53,bjp,bjj,BJJ-2021-1078.R1,Typesetter Review,Editor,level-2,Probe error,copyright year updated,Document elements,Copyright statement,Meta data loading issues,Product,Product bug,Hariharan (TYPESETTER),0h 46m
2022-01-10 16:11:42,bjp,bjj,BJJ-2021-0815.R1,Typesetter Review,Proofing,level-2,Please move table 5 and 6 to page 6 top,Fixed.,Editor issue,Float citation,Workflow issues,People,Special Request,Sathish Kumar (TYPESETTER),1h 17m
2022-01-10 17:39:19,bjp,bjj,BJJ-2021-0815.R1,Typesetter Review,Editor,level-2,Please fix probe error,copyright year updated,Document elements,Copyright statement,Meta data loading issues,Product,Product bug,Hariharan (TYPESETTER),0h 40m
2022-01-10 3:40:49,bmj,bmjopen,bmjopen-2021-054397,Typesetter Check,Editor,level-2,Please cite Ref 22 citation in end matter (ethics approval statement).,Citation added on end footnote,Document elements,End foot notes,House style incorrect,Product,Product bug,Ranjithkumar (TYPESETTER),3h 0m
2022-01-10 4:49:46,elife,elife,68679,Pre-editing,Editor,level-2,"1. While export PDF, it shows validation errors, Attribute data-id should not be same. Span tag should not allow direct div node. Please contact support. Please fix this. 2. Please move Appendix 4 AppBlock after the Appendix 3 block. 3. Please fix PMC-validator error. 4. Please fix Probe-validator error. 5. Please fix DTD-validator error. 6. Schematron error is not showing, Please check",listed issues fixed,Document elements,Paragraph,User unable to override the house style,Product,Product New Requirement,Ranjithkumar (TYPESETTER),6h 49m
2022-01-10 3:57:43,bmj,bmjsrh,bmjsrh-2021-201265,Typesetter Check,Editor,level-2,Please remove RRH.,RRH removed,Document elements,Metadata,Linking between the elements are incorrect,Product,Product Missed Requirement,Ranjithkumar (TYPESETTER),2h 22m
2022-01-10 10:49:26,mbs,mic,MIC-D-21-00328,Pre-editing,Editor,level-2,Please fix the DTD error.,Unwanted thin space removed error cleared.,Document elements,References,Other,Product,Product bug,Pradheep (TYPESETTER),1h 39m
2022-01-10 8:43:02,elife,elife,73585,Typesetter Review,Editor,level-2,download (5).png - -F_1(T) (where T is misisng in editor and PDF but it is there in eqn editor - please fix this)\\2. 73585 (2).pdf - Please make the equations citation mentioned in this pdf from raw xml.,"Equation is larger in size, so that it is not fit in the image, I have split the equation with = to resolve the issue",Document elements,Equation,Other,People,People Training,Ayyappan (TYPESETTER),2h 47m
2022-01-10 11:38:13,elife,elife,73585,Typesetter Review,Editor,level-2,Please make the equation ciation correction as per request from raw xml.,Citations updated,Document elements,Citation,Linking between the elements are incorrect,Product,Product bug,Deepika (TYPESETTER),1h 34m
2022-01-10 6:26:15,elife,elife,71946,Typesetter Review,Editor,level-2,Fix the error shown in the screenshot.Screenshot at 2022-01-10 11-54-54.png,Please do check and add funding statement,Document elements,End foot notes,User not able to structure,Product,People Training,Ranjithkumar (TYPESETTER),5h 20m
2022-01-10 10:33:53,elife,elife,68224,Typesetter Review,Editor,level-2,ORCID for the author 'Jun Yan' is duplicating due to that error throwing.Screenshot at 2022-01-10 16-02-39.pngScreenshot at 2022-01-10 16-03-22.png,ORCID duplicate removed,Document elements,ORCID,Content loading issues,Product,Product bug,Hariharan (TYPESETTER),0h 35m
2022-01-10 11:23:53,bjp,bjj,BJJ-2021-1199.R1,Typesetter Review,Editor,level-2,Probe error,"Probe cleared, Ref 32 fpage and Lpage are same , check and correct it",Document elements,Metadata,Meta data loading issues,Product,Product bug,Hariharan (TYPESETTER),0h 35m
2022-01-10 4:28:19,spe,spej,SJ-0521-0074.R2,Typesetter Check,Editor,level-2,Please enable modify order option in nomenclature section to arrange it in alphabetical order.,Nomenclature ordered,Document elements,Appendix,Content loading issues,Product,Product bug,Hariharan (TYPESETTER),12h 49m
2022-01-10 8:20:30,elife,elife,70680,Pre-editing,Editor,level-2,"1) While approving, showing error as ""Float BLK_SP2 is duplicated;Float BLK_SP3 is duplicated;Float BLK_SP4 is duplicated"".2) Also, no block is created for Figure 1-figure supplement 1.Please do fix all these errors.",validation cleard,Structure Content,other,Pre-processing,People,Product New Requirement,Ranjithkumar Murugan,4h 20m
2022-01-10 10:23:05,elife,elife,74985,Pre-editing,Editor,level-2,"1. Authors are untagged Head level should not allow in list.2. Please remove this heading ""Authors are untagged Head level should not allow in list."" form list",validation cleared,AHS not working,other,Editor Functionality,Product,Product Missed Requirement,Ranjithkumar Murugan,2h 38m
2022-01-10 10:49:09,bmj,bmjopen,bmjopen-2021-053945,Pre-editing,Editor,level-2,Please clear error.Block missing in SupplCaption. Please check,Validation cleared,AHS not working,Empty tag issue,Missing Functionality,Product,Product New Requirement,Ranjithkumar Murugan,1h 57m
2022-01-10 7:40:37,bmj,bmjopen,bmjopen-2021-056174,Pre-editing,Editor,level-2,"While giving apply house rule it does not moved to next stage, Kindly fix this issue",AHS issue fixed,AHS not working,Empty tag issue,Pre-processing,People,Product Missed Requirement,Ranjithkumar Murugan,5h 11m
2022-01-10 9:34:55,mbs,jgv,JGV-D-21-00299,Final Deliverables,Editor,level-2,Unable to Sign off the article. Please fix the error,able to sign off from our side please check and proceed,Misc actions,Session time out,Other,Product,Product bug,Hariharan (TYPESETTER),2h 43m
2022-01-10 12:24:08,mbs,jgv,JGV-D-21-00299,Final Deliverables,Proofing,level-2,Unable to sign off this article. Please fix the proof qc errorProof.png,"Note: This is offline article, since it was taken offline process for table overset issue due to more content/complex to done in UI. So please sign-off this article alone in manually.",Editor issue,Tablesetter,PDF issues,Product,Product bug,Sathish Kumar (TYPESETTER),1h 20m
2022-01-10 7:24:22,elife,elife,72375,Typesetter Review,Proofing,level-2,"PDF generation failed, pls provide both normal and figure PDF link.","Main proof and FigurePDF has been generated (Note: Due to some technical problem, not able to generate proof from current server. check the latest pdf which has been trigger from another server, in future if you made any changes in this article and need to generate PDF , Please let us know, We will trigger the proof from customer server. Main proof: http://kriya2.kriyadocs.com/resources/elife/elife/72375/proofing/kriya2.kriyadocs.com/72375.pdf?method=server Figure proof: http://kriya2.kriyadocs.com/resources/elife/elife/eLife.72375_figure/proofing/kriya2.kriyadocs.com/eLife.72375_figure.pdf?method=server )",Proofing scripts,Job manager,PDF issues,Product,Product bug,Sathish Kumar (TYPESETTER),0h 37m
2022-01-10 7:27:24,mbs,ijsem,IJSEM-D-21-00773,Typesetter Review,Proofing,level-2,Pdf generation failed. Error: unable to fetch proofing HTML.,"Proof has been generated (Note: Due to some technical problem, not able to generate proof from current server. check the latest pdf which has been trigger from another server, in future if you made any changes in this article and need to generate PDF , Please let us know, We will trigger the proof from customer server. https://kriya2.kriyadocs.com/resources/mbs/ijsem/IJSEM-D-21-00773/proofing/kriya2.kriyadocs.com/IJSEM-D-21-00773.pdf?method=server )",Proofing scripts,Job manager,PDF issues,Product,Product bug,Sathish Kumar (TYPESETTER),0h 26m
2022-01-10 5:00:08,spe,speree,RE-0621-0012.R2,Typesetter Check,Proofing,level-2,PDF generation failed. process killed - task exit,Proof has been generated,Proofing scripts,Bug,PDF issues,Product,Product bug,Gowri Manohar (TYPESETTER),5h 16m
