Date,Customer,Project,Article ID,Stage Name,Support Type,Level,Issue reported,Resolved notes,Category,Sub-category,What,Who,Why,Agent name,SLA
2022-01-06 6:22:12,bmj,medhum,medhum-2021-012143,Typesetter Check,Editor,level-2,Please fix the probe errrors in references.,Probe cleared,Document elements,References,XML issues,Product,Product bug,Hariharan (TYPESETTER),0h 53m
2022-01-06 5:48:27,elife,elife,74336,Pre-editing,Editor,level-2,1. Image_1: Please change this block to Supplementary block and label it as Figure 8-figure supplement 2-source data 1 (Screenshot). 2. Image_2: Please change these both block into Figure 8-figure supplement 1-source data 1 and Figure 8-figure supplement 1-source data 2 (Screenshot). 3. Image_3: Please remove the image file from this source data block. 4. Image_4: Figure 1 supplements is not in correct order. Please move the Figure 1-supplement 3 after Figure 1-figure supplement 2. 5. Image_5: Please delete this block from the article. Please check and remove the correct block. It is Duplicated.Image_1.PNGImage_2.PNGImage_3.PNGImage_4.PNGImage_5.PNG,Listed points fixed,Document elements,Supplementary,Linking between the elements are incorrect,Product,Product Missed Requirement,Ranjithkumar (TYPESETTER),7h 7m
2022-01-06 10:43:10,bmj,medhum,medhum-2021-012153,Pre-editing,Editor,level-2,Clear probe error,probe cleared,Document elements,References,User unable to override the house style,Product,Product bug,Hariharan (TYPESETTER),0h 34m
2022-01-06 5:10:46,spe,speree,SPE-207424-PA,Typesetter Check,Editor,level-2,"Typesetter queries are not able to identified, it means not showing the place.","Typesetter queries link in references not handled properly, it can be viewed in copyeditor backup and proceed with that",Queries,Queries navigation,Linking between the elements are incorrect,Product,Product bug,Ayyappan (TYPESETTER),2h 42m
2022-01-06 9:13:34,spe,speree,SPE-207424-PA,Typesetter Check,Editor,level-2,"Please update the event detils ""31 March–2 April."" in reference "" Delamaide, E., Bazin, B., Rousseau, D. et al. 2014....""",event date added to reference,Document elements,References,Content loading issues,Product,Product bug,Hariharan (TYPESETTER),1h 46m
2022-01-06 11:59:59,spe,speree,SPE-207424-PA,Typesetter Check,Editor,level-2,Please update the copy right year.,Copyright year changed please check.,XML,Others,Other,Product,Product bug,Pradheep (TYPESETTER),1h 57m
2022-01-06 7:27:46,elife,elife,62863,Typesetter Review,Editor,level-2,Fix the below points:1. Citation of video 1 is cited as undefined. The existing citation of video 1 seems empty. See screenshotScreenshot at 2022-01-06 12-54-25.pngScreenshot at 2022-01-06 12-54-08.png2. The paragraphs present below the videos 1 and 2 are not in editable format. So we couldn't add citations or text in the paragraphs shown in the screenshots (See Principal Component Analysis...; From the experimentally quantified...)Screenshot at 2022-01-06 12-56-51.pngScreenshot at 2022-01-06 12-56-45.png,"1. video citation corrected2. Place the cursor from the end and try to cite in that para, also ask bala to raise git ticket for this issue.",Document elements,Figure component,Linking between the elements are incorrect,Product,Product bug,Ranjithkumar (TYPESETTER),3h 2m
2022-01-06 7:27:46,elife,elife,62863,Typesetter Review,Editor,level-2,Fix the below points:1. Citation of video 1 is cited as undefined. The existing citation of video 1 seems empty. See screenshotScreenshot at 2022-01-06 12-54-25.pngScreenshot at 2022-01-06 12-54-08.png2. The paragraphs present below the videos 1 and 2 are not in editable format. So we couldn't add citations or text in the paragraphs shown in the screenshots (See Principal Component Analysis...; From the experimentally quantified...)Screenshot at 2022-01-06 12-56-51.pngScreenshot at 2022-01-06 12-56-45.png,"1. video citation corrected2. Place the cursor from the end and try to cite in that para, also ask bala to raise git ticket for this issue.",Document elements,Video component,Linking between the elements are incorrect,Product,Product bug,Ranjithkumar (TYPESETTER),3h 2m
2022-01-06 12:32:48,elife,elife,62863,Typesetter Review,Editor,level-2,Appendix block ID are wrong due to that error showing.Screenshot at 2022-01-06 18-01-46.pngScreenshot at 2022-01-06 18-02-25.png,Appendix id updated,Probe Validation,Others,Content loading issues,Product,Product bug,Muthukumar (TYPESETTER),3h 16m
2022-01-06 12:00:45,bjp,bjo,BJO-2021-0138,Typesetter Review,Editor,level-2,Please fix probe error,Probe cleared,Document elements,Metadata,Meta data loading issues,Product,Product bug,Hariharan (TYPESETTER),3h 59m
2022-01-06 4:54:57,spe,speree,RE-0821-0011.R1,Typesetter Review,Editor,level-2,In table 9 : Please adjust the width span of this table so that the caption does not exceed 2 lines...Refer: https://kriya2.kriyadocs.com/resources/spe/speree/RE-0821-0011.R1/proofing/RE-0821-0011.R1.pdf?method=server,"Its already accomodated the table width, so please check with proofing.",Document elements,Table component,Linking between the elements are incorrect,Product,People Training,Ranjithkumar (TYPESETTER),5h 6m
2022-01-06 11:23:17,spe,speree,RE-0821-0011.R1,Typesetter Review,Proofing,level-2,In table 9 : Please adjust the width span of this table so that the caption does not exceed 2 lines...Refer: https://kriya2.kriyadocs.com/resources/spe/speree/RE-0821-0011.R1/proofing/RE-0821-0011.R1.pdf?method=server,Fixed,Editor issue,Float block structure,Other,People,Special Request,Aysha (TYPESETTER),0h 43m
2022-01-06 8:28:02,bmj,bmjopen,bmjopen-2020-046807,Typesetter Review,Editor,level-2,"Client request: Please fix the format for references 25-34 [move text ""EFCNI"" at first of author names and add ""et al"" at end].Reference format: EFCNI, Damhuis G, König K, et al. European Standards of Care for Newborn Health: Case management and transition to home. 2018.Note: Unable to do at my end.",Reference corrected,Document elements,References,User unable to override the house style,Product,Product bug,Hariharan (TYPESETTER),0h 45m
2022-01-06 12:14:45,bjp,bjr,BJR-2021-0467.R1,Typesetter Review,Editor,level-2,"1. Ref 30: Please change the end of this reference to: ""2021; Epub ahead of print.""2. Fix probe error",Reference corrected. Probe cleared,Document elements,References,Content loading issues,Product,Product bug,Hariharan (TYPESETTER),1h 19m
2022-01-06 3:24:22,bmj,bmjopen,bmjopen-2021-053327,Pre-editing,Editor,level-2,Please clear probe error,PLease remove xref in title not allowed there,Probe Validation,Others,Content loading issues,Product,Product bug,Muthukumar (TYPESETTER),1h 54m
2022-01-06 4:59:06,mbs,jgv,JGV-D-21-00336,Pre-editing,Editor,level-2,please fix the DTD error.,validation cleared,Probe Validation,Others,User not able to structure,Product,Product Missed Requirement,Ranjithkumar (TYPESETTER),2h 16m
2022-01-06 6:00:34,bjp,bjo,BJO-2021-0122.R1,Final Deliverables,Editor,level-2,Please solve the probe errorsCapture.JPG,"No issues found, Proof generated",Probe Validation,Others,Other,People,People Training,Deepika (TYPESETTER),6h 5m
2022-01-06 9:20:41,bmj,bmjopen,bmjopen-2020-047753,Typesetter Review,Editor,level-2,Please fix VALIDATION ERRORS,"validation error cleared, Please do check the content once",Probe Validation,Others,Other,Product,Product bug,Deepika (TYPESETTER),4h 39m
2022-01-06 4:37:27,elife,elife,71198,Typesetter Check,Editor,level-2,[pub-date-test-6] pub-date[@pub-type='collection'] year must be the same as pub-date[@publication-format='electronic'][@date-type='publication'] year.--Please add year in 2022 in article info,Probe cleared,Probe Validation,Others,Content loading issues,Product,Product bug,Muthukumar (TYPESETTER),1h 29m
2022-01-06 5:37:30,elife,elife,72937,Typesetter Review,Editor,level-2,Please change the pub/copyright year to 2021 in article info,Probe cleared,Probe Validation,Others,Content loading issues,Product,Product bug,Muthukumar (TYPESETTER),6h 50m
2022-01-06 9:30:41,mbs,ijsem,IJSEM-D-21-00683,Pre-editing,Editor,level-2,Please fix the DTD error.,Direct text issue fixed,Probe Validation,Others,Other,Product,Product bug,Deepika (TYPESETTER),4h 29m
2022-01-06 3:37:49,mbs,ijsem,IJSEM-D-21-00659,Typesetter Review,Editor,level-2,Pdf generation failed. Error: Attribute id should not be same.,Validation error cleared,Probe Validation,Others,Other,Product,Product bug,Deepika (TYPESETTER),3h 45m
2022-01-06 9:56:40,elife,elife,70016,Typesetter Check,Editor,level-2,Please fix DTD error,validation fixed,Probe Validation,Others,XML issues,Process,Product Missed Requirement,Ranjithkumar (TYPESETTER),0h 46m
2022-01-06 5:09:29,elife,elife,61389,Typesetter Review,Editor,level-2,"Please fix DTD errors and copyright-year related errors.1. pub-date[@pub-type='collection'] year must be the same as pub-date[@publication-format='electronic'][@date-type='publication'] year.2. Journal volume is incorrect. It should be 11.3. copyright-year must match the contents of the year in the pub-date[@publication-format='electronic'][@date-type='publication']. Currently, copyright-year=2021 and pub-date=2022.Please Add Abstract Title and para: attached below""p53 gene family members in humans and other organisms encode a large number of protein isoforms whose functions are largely undefined. Using Drosophila as a model, we find that a p53B isoform is expressed predominantly in the germline where it colocalizes with p53A into subnuclear bodies. It is only p53A, however, that mediates the apoptotic response to ionizing radiation in the germline and soma. In contrast, p53A and p53B are both required for the normal repair of meiotic DNA breaks, an activity that is more crucial when meiotic recombination is defective. We find that in oocytes with persistent DNA breaks p53A is also required to activate a meiotic pachytene checkpoint. Our findings indicate that Drosophila p53 isoforms have DNA lesion and cell type-specific functions, with parallels to the functions of mammalian p53 family members in the genotoxic stress response and oocyte quality control. """,Listed issue updated & part label error clear from end,Probe Validation,Others,Content loading issues,Product,Product bug,Muthukumar (TYPESETTER),4h 7m
2022-01-06 5:33:02,elife,elife,72629,Pre-editing,Editor,level-2,"1. Please fix DTD error 2. Please fix probe erroe 3. Please fix the place float figure 4 and their supplement as per in order.4. Please fix the year in 2022 in article info and also the volume.5. Attribute value ""fig5sdata"" of type ID must be unique within the document. Please fix this.",Listed errors cleared please clear balance from your end,Probe Validation,Others,Content loading issues,Product,Product bug,Muthukumar (TYPESETTER),4h 24m
2022-01-06 5:14:18,bjp,bjj,BJJ-2021-0856.R2,Typesetter Review,Editor,level-2,Kindly move this article next stage. I have tried so many times chrome not responding and system totaly hanged. And also fix probe error,Moving back to production,Probe Validation,Others,Linking between the elements are incorrect,Product,Product Missed Requirement,Ranjithkumar (TYPESETTER),4h 51m
2022-01-06 10:20:18,mbs,jmm,JMM-D-21-00491,Pre-editing,Editor,level-2,Please fix the DTD error.,Reference just validated,Probe Validation,Others,Other,Product,Product bug,Deepika (TYPESETTER),3h 40m
2022-01-06 7:26:01,spe,spej,SJ-0621-0106.R3,Typesetter Review,Editor,level-2,"(1) Please change this ""Fig 10c"" to ""Fig. 10c"" (2) Please change this Figs. 10a"" to ""Fig. 10a""",Figure lables changed please check.,XML,Others,Other,Product,Product bug,Pradheep (TYPESETTER),0h 32m
2022-01-06 9:13:17,spe,spej,SPE-209583-PA,Typesetter Check,Editor,level-2,1.JPG Kindly change copyright year as 2022,Changed copyright year please check.,XML,Others,Other,Product,Product bug,Pradheep (TYPESETTER),2h 30m
2022-01-06 14:00:23,bmj,tsaco,tsaco-2021-000879,Pre-editing,Editor,level-2,Please fix the probe error.,Query moved custom meta.,XML,Others,Other,Product,Product bug,Pradheep (TYPESETTER),1h 18m
2022-01-06 6:13:07,bjp,bjj,BJJ-2021-0904.R1,Typesetter Review,Proofing,level-2,I have moved Table 3 and table 4 block under the figure 2. But still page 4 not fixed. Kindly check the corection pdfcd9af268-b8d1-4b0b-a0fc-a815d723f360.pdf(fix placefloats only),Fixed,Editor issue,Float citation,Other,People,Special Request,Aysha (TYPESETTER),2h 0m
2022-01-06 7:09:56,mbs,mgen,MGEN-D-21-00326,Typesetter Review,Editor,level-2,Please remove the blank author queries in keywords.,Removed blank author queries in keywords. Please check.,XML,Others,Other,Product,Product bug,Pradheep (TYPESETTER),2h 20m
2022-01-06 6:59:14,bmj,bmjqs,bmjqs-2021-014243,Pre-editing,Editor,level-2,Please fix the probe error,Free tag added please check.,XML,Others,Other,Product,Product bug,Pradheep (TYPESETTER),3h 3m
2022-01-06 10:18:08,bmj,practneurol,practneurol-2021-003194,Typesetter Review,Editor,level-2,Figure 1 label and caption are missing. Please fix.,label and caption added please check.,XML,Others,Other,Product,Product bug,Pradheep (TYPESETTER),4h 37m
2022-01-06 14:09:35,spe,spej,SJ-0921-0055.R1,Typesetter Check,Editor,level-2,"1. In reference ""von SchroeterT.Hollaender, F., and Gringarten, A. C. 2004"" change ""SPE J"" to ""SPE J.""2. Change ""Eqs. Eqs. 1 2 3"" to ""Eqs 1–3"".",Listed issue fixed please check.,XML,Others,Other,Product,Product bug,Pradheep (TYPESETTER),1h 2m
2022-01-06 13:07:47,bjp,bjj,BJJ-2021-1179.R1,Typesetter Review,Editor,level-2,Please probe error,Copyright year changed please check.,XML,Others,Other,Product,Product bug,Pradheep (TYPESETTER),0h 24m
2022-01-06 14:29:10,bmj,neurintsurg,neurintsurg-2021-018349,Typesetter Check,Editor,level-2,Please add supplemental disclaimer statement in XML.,Added supplemental disclaimer statement please check.,XML,Others,Other,Product,Product bug,Pradheep (TYPESETTER),1h 8m
2022-01-06 12:15:55,elife,elife,72707,Pre-editing,Editor,level-2,Please remove the query regarding asking in-text citation in reference,Queries updated,Queries,Others,Content loading issues,Product,Product bug,Muthukumar (TYPESETTER),3h 35m
2022-01-06 5:33:06,elife,elife,74512,Typesetter Check,Editor,level-2,"Please remove unwanted queryPlease provide an in-text citation for reference Jaiganesh, 2018.",Query removed,Queries,Others,User unable to override the house style,Product,Product bug,Hariharan (TYPESETTER),2h 45m
2022-01-06 4:00:26,elife,elife,72898,Pre-editing,Editor,level-2,No block is created for figure 3 and figure 4 also its citations are not cited properly. Please do fix this.,Citations updated,AHS not working,Empty tag issue,Editor Functionality,Process,Product Missed Requirement,Ranjithkumar Murugan,4h 14m
2022-01-06 7:29:14,spe,spej,SPE-209577-PA,Typesetter Check,Editor,level-2,"please check table 1 ID and citation, T1 is not matching correrct it in xml.",Proof has been generated,Knowledge issue,New FAQ,Other,People,People Training,Sathish Kumar (TYPESETTER),7h 21m
2022-01-06 11:07:46,bmj,bmjoq,bmjoq-2021-001578,Typesetter Review,Editor,level-2,"Please remove the figure 3 which is wrongly inserted as inline figure without block after the heading ""Distance from the emergency department""",Figure removed,Figure,Others,Content loading issues,Product,Product bug,Hariharan (TYPESETTER),0h 41m
2022-01-06 3:34:06,mbs,mgen,MGEN-D-21-00295,Typesetter Review,Proofing,level-2,Pdf generation failed. Error: Process killed - task exit.,Proof has been generated,Proofing scripts,Job manager,PDF issues,Product,Product bug,Sathish Kumar (TYPESETTER),6h 23m
2022-01-06 4:28:03,elife,elife,64620,Typesetter Check,Proofing,level-2,PDF generation failed. Error: unable to fetch proofing HTML: res error: Error: socket hang upres body: undefined,proof has been generated,Proofing scripts,Job manager,PDF issues,Product,People Training,Gowri Manohar (TYPESETTER),0h 25m
2022-01-06 5:01:56,elife,elife,73585,Typesetter Review,Proofing,level-2,PDF generation failed. Error: unable to fetch proofing HTML,"Proof has been generated (Note: Due to some technical problem, not able to generate proof from current server. check the latest pdf which has been trigger from another server, in future if you made any changes in this article and need to generate PDF , Please let us know, We will trigger the proof from customer server. http://kriya2.kriyadocs.com/resources/elife/elife/73585/proofing/kriya2.kriyadocs.com/73585.pdf?method=server )",Proofing scripts,Job manager,PDF issues,Product,Product bug,Sathish Kumar (TYPESETTER),6h 15m
2022-01-06 7:49:14,elife,elife,70294,Typesetter Review,Proofing,level-2,PDF is not generating for this fileScreenshot from 2022-01-06 13-17-25.png,"Proof has been generated (Note: Due to some technical problem, not able to generate proof from current server. check the latest pdf which has been trigger from another server, in future if you made any changes in this article and need to generate PDF , Please let us know, We will trigger the proof from customer server. Previously we done offline for this article, now you can use this kriya proof URL: https://kriya2.kriyadocs.com/resources/elife/elife/70294/proofing/kriya2.kriyadocs.com/70294.pdf?method=server )",Proofing scripts,Job manager,PDF issues,Product,Product bug,Sathish Kumar (TYPESETTER),5h 10m
2022-01-06 10:13:59,mbs,jgv,JGV-D-21-00299,Final Deliverables,Proofing,level-2,"This article has incorrect layout. PDF should reflect the new layout (single column), please update the layout.",Processed in Offline,Offline process,New issues,PDF issues,Product,Product bug,Sathish Kumar (TYPESETTER),1h 51m
